Unnamed: 0,verse,predicted_labels,predicted_scores
0," I told this eternal secret to Vivasvat. Vivasvat taught Manu, and Manu taught Ikshvaku. ","devotion, trust","0.680275559425354, 0.6160802841186523"
1,"Thus, Arjuna, eminent sages received knowledge of yoga in a continuous tradition. But through time the practice of yoga was lost in the world. ",Neutral,
2,The secret of these teachings is profound. I have explained them to you today because you are my friend and devotee. ,"devotion, awe","0.8759903907775879, 0.6037819981575012"
3, You were born much after Vivasvat; he lived very long ago. Why do you say that you taught this yoga in the beginning? ,"surprise, devotion","0.8306719064712524, 0.5489739775657654"
4," You and I have passed through many births, Arjuna. You have forgotten, but I remember them all. ","trust, devotion","0.5398959517478943, 0.5380637645721436"
5,"My true being is unborn and changeless. I am the Lord who dwells in every creature. Through the power of my own maya, I manifest myself in a finite form. ",Neutral,
6,"Whenever dharma declines and the purpose of life is forgotten, I manifest myself on earth. ",Neutral,
7,"I am born in every age to protect the good, to destroy evil, and to reestablish dharma. ",devotion,0.966629684
8,"Those who know me as their own divine Self break through the belief that they are the body and are not reborn as separate creatures. Such a one, Arjuna, is united with me. ","surprise, devotion, trust, hope, awe, detachment","0.9045625329017639, 0.8541057705879211, 0.8166013360023499, 0.7091109752655029, 0.7047102451324463, 0.5834197402000427"
9,"Delivered from selfish attachment, fear, and anger, filled with me, surrendering themselves to me, purified in the fire of my being, many have reached the state of unity in me. ","hope, trust, compassion, devotion, awe, love, peace","0.8176146745681763, 0.7592994570732117, 0.700118362903595, 0.6930040121078491, 0.6520814895629883, 0.5853161215782166, 0.5560328364372253"
10,"As they approach me, so I receive them. All paths, Arjuna, lead to me. ","trust, devotion, compassion, peace, love, hope","0.8840258717536926, 0.8828203082084656, 0.8813111186027527, 0.8430930376052856, 0.7396296262741089, 0.7189627289772034"
11,"Those desiring success in their actions worship the gods; through action in the world of mortals, their desires are quickly fulfilled. ",devotion,0.888730526
12,"The distinctions of caste, guna, and karma have come from me. I am their cause, but I myself am changeless and beyond all action. ",detachment,0.734698594
13,Actions do not cling to me because I am not attached to their results. Those who understand this and practice it live in freedom. ,"detachment, peace","0.9629430770874023, 0.8310608267784119"
14,"Knowing this truth, aspirants desiring liberation in ancient times engaged in action. You too can do the same, pursuing an active life in the manner of those ancient sages. ",hope,0.966166317
15,"What is action and what is inaction? This question has confused the greatest sages. I will give you the secret of action, with which you can free yourself from bondage. ",Neutral,
16,"The true nature of action is difficult to grasp. You must understand what is action and what is inaction, and what kind of action should be avoided. ",Neutral,
17,"The wise see that there is action in the midst of inaction and inaction in the midst of action. Their consciousness is unified, and every act is done with complete awareness. ",Neutral,
18,The awakened sages call a person wise when all his undertakings are free from anxiety about results; all his selfish desires have been consumed in the fire of knowledge. ,"peace, detachment","0.8932323455810547, 0.833276629447937"
19,"The wise, ever satisfied, have abandoned all external supports. Their security is unaffected by the results of their action; even while acting, they really do nothing at all. ","detachment, peace, devotion","0.9344695210456848, 0.786651611328125, 0.5594766736030579"
20,"Free from expectations and from all sense of possession, with mind and body firmly controlled by the Self, they do not incur sin by the performance of physical action. ","detachment, peace","0.9723814725875854, 0.9244971871376038"
21,"They live in freedom who have gone beyond the dualities of life. Competing with no one, they are alike in success and failure and content with whatever comes to them. ","detachment, peace, awe","0.9723739624023438, 0.9361554384231567, 0.7560524940490723"
22,"They are free, without selfish attachments; their minds are fixed in knowledge. They perform all work in the spirit of service, and their karma is dissolved. ","detachment, peace, devotion, compassion, hope, trust, awe","0.9732959270477295, 0.9714246392250061, 0.8295519351959229, 0.7528982758522034, 0.7464085817337036, 0.6000492572784424, 0.5460698008537292"
23,The process of offering is Brahman; that which is offered is Brahman. Brahman offers the sacrifice in the fire of Brahman. Brahman is attained by those who see Brahman in every action. ,Neutral,
24,Some aspirants offer material sacrifices to the gods. Others offer selfless service as sacrifice in the fire of Brahman. ,devotion,0.571846783
25,"Some renounce all enjoyment of the senses, sacrificing them in the fire of sense restraint. Others partake of sense objects but offer them in service through the fire of the senses. ","detachment, devotion","0.5980991721153259, 0.5081950426101685"
26,"Some offer the workings of the senses and the vital forces through the fire of self-control, kindled in the path of knowledge. ",Neutral,
27,Some offer wealth; others offer sense restraint and suffering. Some take vows and offer knowledge and study of the scriptures; and some make the offering of meditation. ,"sadness, detachment","0.6313463449478149, 0.5324440598487854"
28,"Some offer the forces of vitality, regulating their inhalation and exhalation, and thus gain control over these forces. ",Neutral,
29,Others offer the forces of vitality through restraint of their senses. All these understand the meaning of service and will be cleansed of their impurities. ,"detachment, hope","0.8681323528289795, 0.6344968676567078"
30,"True sustenance is in service, and through it a man or woman reaches the eternal Brahman. But those who do not seek to serve are without a home in this world. Arjuna, how can they be at home in any world to come? ","devotion, awe","0.8157913088798523, 0.7544519305229187"
31,"These offerings are born of work, and each guides mankind along a path to Brahman. Understanding this, you will attain liberation. ",Neutral,
32,"The offering of wisdom is better than any material offering, Arjuna; for the goal of all work is spiritual wisdom. ",Neutral,
33,Approach those who have realized the purpose of life and question them with reverence and devotion; they will instruct you in this wisdom. ,"devotion, awe, hope, trust","0.9676756262779236, 0.9473981261253357, 0.5308796763420105, 0.5114507079124451"
34,"Once you attain it, you will never again be deluded. You will see all creatures in the Self, and all in me. ","hope, trust","0.5372277498245239, 0.516386091709137"
35,"Even if you were the most sinful of sinners, Arjuna, you could cross beyond all sin by the raft of spiritual wisdom. ","hope, awe, compassion, devotion","0.9623925089836121, 0.7550690770149231, 0.7188671827316284, 0.515495777130127"
36,"As the heat of a fire reduces wood to ashes, the fire of knowledge burns to ashes all karma. ",Neutral,
37,"Nothing in this world purifies like spiritual wisdom. It is the perfection achieved in time through the path of yoga, the path which leads to the Self within. ",Neutral,
38,"Those who take wisdom as their highest goal, whose faith is deep and whose senses are trained, attain wisdom quickly and enter into perfect peace. ","peace, devotion, trust","0.9841917157173157, 0.7558106184005737, 0.5526221990585327"
39,"But the ignorant, indecisive and lacking in faith, waste their lives. They can never be happy in this world or any other. ","disgust, detachment","0.6932052373886108, 0.5214365720748901"
40,Those established in the Self have renounced selfish attachments to their actions and cut through doubts with spiritual wisdom. They act in freedom. ,"detachment, hope, peace, awe, trust","0.9533118009567261, 0.8653542399406433, 0.6733720302581787, 0.5846601724624634, 0.5214194655418396"
41,"Arjuna, cut through this doubt in your own heart with the sword of spiritual wisdom. Arise; take up the path of yoga!","hope, fear, devotion, peace","0.9469387531280518, 0.861823558807373, 0.743116021156311, 0.5136288404464722"
0,"These are the words that Sri Krishna spoke to the despairing Arjuna, whose eyes were burning with tears of pity and confusion. ","compassion, sadness, devotion, grief, surprise","0.9380671381950378, 0.9205322861671448, 0.8430225253105164, 0.7685373425483704, 0.6789647936820984"
